Year,Region,State,District,Population,Plastic Waste (kg),Plastic Type,Source
2020,India,Karnataka,Siliguri,2618718,40523.72366362666,Other,Packaging
2021,India,Karnataka,Siliguri,1258021,16722.781414654783,PP,Industrial
2016,India,Nagaland,Varanasi,9119084,29866.66038229946,PVC,Packaging
2015,India,Gujarat,Varanasi,7511307,43234.80468442041,PVC,Household
2018,India,Gujarat,Varanasi,363254,45630.362621193475,PP,Household
2019,India,Karnataka,Varanasi,1652283,21025.99285326748,PP,Packaging
2016,India,Gujarat,Siliguri,8135162,9747.963522053473,PP,Packaging
2017,India,Gujarat,Varanasi,5922169,40641.72609119888,PP,Packaging
2023,India,Karnataka,Siliguri,168197,11067.251768841696,Other,Industrial
2021,India,Nagaland,Howrah,171657,34929.3973726117,PP,Packaging
2022,India,Gujarat,Varanasi,3440075,39392.15841717904,PP,Household
2015,India,Karnataka,Varanasi,5098295,17603.934729959135,Other,Packaging
2023,India,Karnataka,Varanasi,9150018,3372.6046745164576,PVC,Packaging
2019,India,Nagaland,Siliguri,9694403,41793.03293563376,Other,Packaging
2018,India,Karnataka,Howrah,8119401,23965.03153500244,PP,Household
2016,India,Nagaland,Varanasi,5517047,19073.18748362054,PP,Industrial
2021,India,Karnataka,Howrah,6302190,18573.838667025288,PP,Household
2020,India,Karnataka,Howrah,6833331,35552.65615631109,PVC,Packaging
2019,India,Karnataka,Howrah,3731534,40625.85206996525,PVC,Industrial
2022,India,Gujarat,Howrah,4222717,28430.28496666126,Other,Packaging
2022,India,Gujarat,Howrah,6746419,49224.285810364905,PP,Packaging
2024,India,Gujarat,Varanasi,9601888,8318.918491476223,PVC,Industrial
2021,India,Nagaland,Howrah,291061,10214.654319838011,Other,Industrial
2021,India,Gujarat,Siliguri,6246950,5673.9063142947225,PVC,Industrial
2022,India,Nagaland,Howrah,1697843,7201.312965959681,PVC,Household
2015,India,Karnataka,Siliguri,2939347,36612.65847646559,Other,Household
2016,India,Gujarat,Siliguri,6940218,6166.119634496857,Other,Household
2019,India,Gujarat,Varanasi,5729138,40520.75948264232,PVC,Household
2021,India,Karnataka,Siliguri,187799,39318.41422168871,Other,Household
2022,India,Gujarat,Siliguri,273344,28691.10432218478,Other,Industrial
2024,India,Karnataka,Siliguri,6188744,31211.523414503357,PVC,Packaging
2020,India,Nagaland,Siliguri,5379772,4845.779074364262,Other,Packaging
2018,India,Nagaland,Siliguri,4382726,25014.676925645308,PVC,Industrial
2021,India,Nagaland,Siliguri,3690626,27187.48814433175,PVC,Industrial
2015,India,Gujarat,Howrah,2683135,16744.852140282666,PVC,Industrial
2019,India,Karnataka,Siliguri,2959989,48728.62814583698,PP,Industrial
2019,India,Gujarat,Siliguri,3979918,47196.70430658755,PP,Industrial
2020,India,Nagaland,Siliguri,5757898,29436.86098096795,PVC,Household
2023,India,Karnataka,Siliguri,9478250,25116.13649013247,PVC,Packaging
2020,India,Karnataka,Howrah,1378519,29782.45297395848,PVC,Packaging
2021,India,Nagaland,Howrah,2138625,23840.032857820137,PP,Household
2024,India,Gujarat,Siliguri,4106054,39828.27226156134,PP,Packaging
2018,India,Nagaland,Howrah,9874143,3642.437933946829,Other,Household
2018,India,Nagaland,Varanasi,8721620,5727.707502982869,PVC,Industrial
2023,India,Karnataka,Varanasi,3745412,3836.1129999547443,PVC,Household
2024,India,Gujarat,Howrah,1045434,31108.250647417444,PVC,Industrial
2021,India,Nagaland,Varanasi,4316841,48805.02276062477,PP,Industrial
2015,India,Gujarat,Howrah,883896,47446.8088101437,PVC,Household
2015,India,Gujarat,Howrah,2393571,33541.06206497825,PVC,Packaging
2024,India,Karnataka,Howrah,1664468,27477.96595256203,PP,Household
2016,India,Gujarat,Siliguri,7672957,30167.347801643282,PVC,Household
2017,India,Karnataka,Siliguri,2942289,26722.33428794761,PVC,Industrial
2015,India,Nagaland,Siliguri,9774761,6671.7809802668335,Other,Industrial
2021,India,Karnataka,Varanasi,661146,4689.692287067077,PVC,Industrial
2022,India,Gujarat,Howrah,1491919,42140.7801521908,PVC,Household
2020,India,Nagaland,Siliguri,5172991,12377.275082864715,PP,Household
2023,India,Gujarat,Howrah,3939679,40432.99142786408,PVC,Household
2020,India,Gujarat,Siliguri,9194275,20388.409972474557,PVC,Household
2016,India,Gujarat,Howrah,7347492,24928.753557533408,Other,Industrial
2015,India,Nagaland,Varanasi,6789252,38489.582371903394,PVC,Household
2019,India,Nagaland,Siliguri,1229039,1151.2220246073769,PP,Industrial
2019,India,Karnataka,Siliguri,537481,17214.894340976898,Other,Household
2021,India,Nagaland,Howrah,3098187,22993.758233088924,PP,Packaging
2017,India,Nagaland,Howrah,6921800,23745.953155298514,PVC,Industrial
2020,India,Nagaland,Varanasi,8452096,49691.524641279924,PVC,Household
2022,India,Karnataka,Howrah,9216518,24302.076938518483,PVC,Packaging
2017,India,Nagaland,Siliguri,8481781,30102.69930210612,PVC,Packaging
2019,India,Gujarat,Howrah,3748351,30456.374974656726,Other,Household
2024,India,Nagaland,Varanasi,3760358,32101.624226561024,PP,Household
2022,India,Karnataka,Siliguri,162405,13582.133063528321,Other,Household
2018,India,Nagaland,Siliguri,9071024,38904.43256733473,PVC,Household
2018,India,Karnataka,Siliguri,2072032,3260.387738144814,Other,Packaging
2022,India,Nagaland,Howrah,1609046,43610.493439219485,PVC,Household
2020,India,Nagaland,Howrah,550729,10318.397764063266,PVC,Packaging
2019,India,Nagaland,Varanasi,1453867,14333.055296852222,Other,Industrial
2020,India,Gujarat,Howrah,7054177,38826.51026580817,PVC,Industrial
2024,India,Karnataka,Howrah,1637487,29971.154214861486,PVC,Household
2017,India,Gujarat,Howrah,5454286,35966.36141016625,PP,Household
2019,India,Nagaland,Varanasi,1903115,11685.749450379608,PP,Household
2017,India,Nagaland,Siliguri,337117,3368.8011319333377,Other,Household
2021,India,Gujarat,Varanasi,4291701,34924.42035790705,PVC,Packaging
2023,India,Nagaland,Varanasi,8083046,27523.179873382367,PP,Packaging
2017,India,Karnataka,Siliguri,1993094,22536.103986273964,Other,Packaging
2015,India,Gujarat,Siliguri,8951817,22534.34208709214,PVC,Industrial
2022,India,Gujarat,Varanasi,9359614,19114.45799044708,PP,Packaging
2022,India,Karnataka,Siliguri,1398155,31398.610139914486,Other,Household
2020,India,Karnataka,Varanasi,4245243,26172.86914523465,PVC,Packaging
2023,India,Gujarat,Siliguri,4728984,28083.480310242106,PVC,Packaging
2016,India,Gujarat,Siliguri,8987664,2355.561626460386,Other,Industrial
2015,India,Gujarat,Siliguri,5858349,16690.41516484948,PP,Industrial
2016,India,Nagaland,Howrah,5450369,27193.173065103496,Other,Packaging
2024,India,Nagaland,Siliguri,2122496,44908.701102988314,Other,Household
2024,India,Gujarat,Siliguri,6750707,11968.52711899564,PVC,Household
2023,India,Karnataka,Howrah,196219,3605.46516975853,PP,Industrial
2019,India,Karnataka,Siliguri,7011189,14711.45079560169,PVC,Industrial
2016,India,Gujarat,Siliguri,9619763,6638.743155080261,PP,Household
2020,India,Karnataka,Varanasi,3226239,36975.77195685565,PVC,Household
2015,India,Karnataka,Howrah,9238382,4515.914123499135,Other,Industrial
2016,India,Karnataka,Howrah,8337923,40738.23993466499,PP,Packaging
2018,India,Nagaland,Siliguri,4380688,5379.085299820257,PVC,Household
2024,India,Gujarat,Varanasi,5081451,29172.97242168885,Other,Household
2019,India,Karnataka,Varanasi,6054600,34530.51243812744,PP,Industrial
2024,India,Nagaland,Howrah,5099624,23886.322408997734,Other,Industrial
2017,India,Gujarat,Howrah,5564681,35528.23864037069,PP,Household
2021,India,Gujarat,Siliguri,7041480,13234.426767304045,PVC,Industrial
2015,India,Nagaland,Howrah,2943495,41884.35958162348,PP,Household
2022,India,Gujarat,Howrah,8828945,10993.539660978024,PVC,Industrial
2020,India,Nagaland,Howrah,678162,11674.232070145947,Other,Household
2023,India,Gujarat,Siliguri,4159359,38610.58106499432,PVC,Household
2017,India,Gujarat,Siliguri,5381386,32117.436134239553,PP,Household
2019,India,Nagaland,Varanasi,4592712,24155.624437535935,PP,Packaging
2020,India,Karnataka,Siliguri,860204,30480.60929323297,PVC,Industrial
2023,India,Gujarat,Siliguri,458574,35024.59279088823,PP,Household
2023,India,Gujarat,Siliguri,3173883,5512.550442652212,PVC,Packaging
2017,India,Karnataka,Siliguri,2308421,19298.26185210911,Other,Industrial
2016,India,Nagaland,Howrah,7466305,44958.71392581395,PVC,Packaging
2018,India,Gujarat,Siliguri,9586124,45155.61660834665,PP,Packaging
2020,India,Nagaland,Siliguri,9665335,6707.9622351052785,PVC,Household
2019,India,Gujarat,Siliguri,6025415,6843.9265148792765,PVC,Packaging
2020,India,Nagaland,Siliguri,9537993,49384.34731974417,PVC,Household
2018,India,Gujarat,Howrah,4999007,25065.245556118472,PP,Packaging
2017,India,Gujarat,Varanasi,1044732,21683.61538999134,PP,Household
2015,India,Karnataka,Varanasi,7640791,49050.98469248202,PP,Packaging
2023,India,Nagaland,Varanasi,1424694,48558.53247910815,PVC,Industrial
2022,India,Karnataka,Varanasi,1176468,19274.1864721639,PVC,Industrial
2024,India,Gujarat,Howrah,5912095,46764.838317778405,Other,Household
2024,India,Gujarat,Howrah,1334787,40907.02461468228,PVC,Household
2021,India,Nagaland,Varanasi,9434924,3303.0440957930136,Other,Household
2016,India,Gujarat,Howrah,5592421,12171.926088675327,PP,Household
2019,India,Karnataka,Varanasi,6397763,2440.9389500446964,PP,Packaging
2015,India,Karnataka,Howrah,5861157,24280.377968606903,PP,Industrial
2016,India,Karnataka,Varanasi,4795365,27576.950421121517,Other,Packaging
2016,India,Gujarat,Siliguri,2595126,42443.795092850174,PVC,Household
2021,India,Nagaland,Siliguri,2161884,23486.9058327164,PVC,Household
2018,India,Gujarat,Varanasi,7286964,27705.711832099147,Other,Industrial
2024,India,Nagaland,Howrah,2572730,28521.910003427933,PVC,Industrial
2016,India,Karnataka,Siliguri,232392,4394.510009014139,Other,Industrial
2020,India,Karnataka,Howrah,430101,10269.165243211068,PP,Packaging
2018,India,Nagaland,Howrah,2435547,49421.74408112288,PP,Packaging
2015,India,Karnataka,Varanasi,2891892,41446.275448642344,Other,Industrial
2020,India,Gujarat,Varanasi,7376702,34609.09278933001,PVC,Household
2015,India,Gujarat,Howrah,8229225,22828.73364403508,PVC,Packaging
2017,India,Nagaland,Howrah,9998391,4822.383270432852,Other,Industrial
2018,India,Gujarat,Varanasi,1197431,6079.886962055303,PP,Packaging
2020,India,Nagaland,Howrah,4526682,31687.080457608634,Other,Household
2022,India,Karnataka,Howrah,7554451,8843.177249557919,Other,Packaging
2021,India,Nagaland,Varanasi,7856138,38606.43150856887,PVC,Industrial
2019,India,Karnataka,Howrah,1591467,10196.382236615997,PVC,Household
2018,India,Nagaland,Howrah,6337520,38441.80108410392,PVC,Industrial
2017,India,Karnataka,Siliguri,2124046,12842.837202555442,PVC,Packaging
2024,India,Karnataka,Siliguri,7360090,17203.416506788282,PP,Packaging
2024,India,Karnataka,Howrah,2472675,40595.5298115958,PVC,Industrial
2021,India,Karnataka,Varanasi,2264862,18531.851051311973,PP,Packaging
2018,India,Nagaland,Varanasi,3664586,36800.51123254466,PVC,Household
2016,India,Gujarat,Siliguri,8202220,13157.04301780429,PVC,Packaging
2017,India,Gujarat,Howrah,2953404,6577.3717174878475,PVC,Household
2021,India,Nagaland,Varanasi,647542,39291.623150998545,Other,Household
2020,India,Gujarat,Howrah,6400611,1828.0444440340832,PVC,Household
2024,India,Nagaland,Howrah,9529959,38706.5915718462,PVC,Industrial
2015,India,Nagaland,Howrah,1358450,13018.896667525809,PVC,Household
2015,India,Gujarat,Howrah,5724458,5544.1782985000455,PVC,Industrial
2021,India,Nagaland,Howrah,3813931,26334.813912835998,Other,Industrial
2023,India,Gujarat,Siliguri,7645262,40971.516661223766,PVC,Household
2016,India,Nagaland,Siliguri,7270145,49802.773723323495,PVC,Packaging
2015,India,Karnataka,Howrah,6829146,21943.527694871766,PVC,Packaging
2023,India,Karnataka,Varanasi,8839228,43893.847733742325,PP,Industrial
2017,India,Gujarat,Howrah,7039953,36490.074320978696,PVC,Household
2017,India,Gujarat,Siliguri,9582770,30655.722718763365,Other,Packaging
2017,India,Karnataka,Varanasi,436705,38596.43454624303,Other,Household
2017,India,Nagaland,Howrah,4489730,37818.01677004042,Other,Household
2021,India,Gujarat,Varanasi,9235839,16608.8603887532,PVC,Household
2020,India,Karnataka,Varanasi,2901169,23130.797994361445,Other,Household
2018,India,Gujarat,Varanasi,5492836,18390.628630113893,PVC,Industrial
2020,India,Gujarat,Varanasi,6137185,23368.120520650056,PP,Packaging
2023,India,Karnataka,Varanasi,8891120,33334.14400874298,Other,Packaging
2015,India,Gujarat,Howrah,867779,18201.82516512553,Other,Packaging
2017,India,Karnataka,Varanasi,3047003,14908.995568809933,Other,Industrial
2016,India,Karnataka,Varanasi,4362461,28846.679002629426,PVC,Household
2021,India,Nagaland,Howrah,7881514,3767.736282069127,Other,Industrial
2024,India,Gujarat,Howrah,4799607,18924.68092100991,Other,Packaging
2015,India,Gujarat,Howrah,5886251,48863.942241379904,PP,Household
2024,India,Nagaland,Varanasi,1064185,22713.469643173023,Other,Industrial
2024,India,Nagaland,Howrah,881063,21965.682881963305,PVC,Household
2020,India,Gujarat,Varanasi,366532,25190.928571248947,Other,Packaging
2022,India,Gujarat,Varanasi,3061027,36829.73039702884,Other,Packaging
2020,India,Karnataka,Varanasi,5191985,38174.85326889752,PP,Household
2018,India,Gujarat,Howrah,9400052,36312.48348062773,PP,Household
2017,India,Nagaland,Siliguri,667207,24706.851799402702,Other,Household
2016,India,Karnataka,Howrah,6520925,22478.45071451223,Other,Industrial
2020,India,Nagaland,Howrah,9534645,26867.448631408362,Other,Industrial
2023,India,Gujarat,Varanasi,2494674,3597.503237686972,Other,Industrial
2016,India,Karnataka,Howrah,5330319,10731.006227356813,PP,Packaging
2023,India,Karnataka,Siliguri,910586,22879.466090112983,PP,Industrial
2015,India,Karnataka,Varanasi,5696886,26525.943047410194,PVC,Packaging
2022,India,Gujarat,Howrah,7277027,19010.221837741527,PVC,Household
2016,India,Nagaland,Siliguri,4619207,10310.09362700313,PP,Industrial
2015,India,Karnataka,Howrah,7799632,20390.835791349495,PP,Household
2017,India,Karnataka,Siliguri,5003590,40574.844619677904,PP,Packaging
2024,India,Karnataka,Howrah,3238351,20858.004502336164,PP,Household
2021,India,Nagaland,Varanasi,3581403,42251.4622723707,PP,Industrial
2023,India,Gujarat,Siliguri,3285192,27522.148391884584,Other,Industrial
2016,India,Nagaland,Varanasi,2045255,10256.635646104936,PVC,Industrial
2019,India,Karnataka,Varanasi,4982550,5494.450099534033,Other,Household
2015,India,Karnataka,Howrah,4783460,40428.42122889752,PVC,Household
2016,India,Karnataka,Siliguri,8839100,28822.23730605105,PP,Household
2017,India,Karnataka,Varanasi,2538550,33086.68018182142,Other,Industrial
2015,India,Nagaland,Siliguri,4139903,19486.45396615775,Other,Packaging
2015,India,Karnataka,Siliguri,3437102,23584.723415306904,PVC,Packaging
2021,India,Nagaland,Siliguri,4711898,22291.866572384475,Other,Industrial
2023,India,Karnataka,Siliguri,2852730,18308.696655264812,PVC,Household
2015,India,Karnataka,Varanasi,5702709,16533.87855485217,PVC,Packaging
2020,India,Karnataka,Howrah,3357863,34294.94020476992,Other,Industrial
2018,India,Nagaland,Howrah,2508579,28644.022033547782,PP,Household
2018,India,Karnataka,Siliguri,8421269,18611.442190306927,PP,Packaging
2019,India,Gujarat,Varanasi,4348978,39905.47772039807,PP,Industrial
2020,India,Karnataka,Siliguri,7263624,26636.78034360437,Other,Industrial
2023,India,Karnataka,Siliguri,9802685,19030.865595674717,Other,Packaging
2018,India,Nagaland,Howrah,6370543,37230.10752649553,PP,Packaging
2021,India,Gujarat,Siliguri,2426420,11770.142756030607,PVC,Packaging
2021,India,Karnataka,Siliguri,8380534,44141.92671438286,PVC,Packaging
2015,India,Nagaland,Howrah,6800497,49225.60211259084,PP,Packaging
2018,India,Nagaland,Howrah,8475246,40246.74558468177,PVC,Household
2022,India,Gujarat,Howrah,3173332,35115.82410603334,PVC,Household
2017,India,Nagaland,Howrah,3292816,44142.74654108515,PVC,Industrial
2021,India,Karnataka,Varanasi,5292777,13260.66282228086,PP,Household
2020,India,Nagaland,Howrah,4804397,47730.85206070768,Other,Packaging
2024,India,Karnataka,Howrah,8479028,21330.321874566544,PVC,Household
2018,India,Karnataka,Siliguri,8372474,10160.887964489692,PP,Packaging
2019,India,Gujarat,Varanasi,4388099,7279.679340434612,Other,Packaging
2021,India,Nagaland,Varanasi,4054329,19065.23872299367,Other,Industrial
2018,India,Gujarat,Siliguri,8945791,29365.966960830323,Other,Industrial
2021,India,Karnataka,Howrah,7281354,24878.198701922356,PP,Household
2017,India,Karnataka,Howrah,7519551,13242.691833472802,PP,Packaging
2015,India,Nagaland,Varanasi,3878636,29343.99968210787,PP,Industrial
2018,India,Karnataka,Howrah,8458941,18911.085065499232,PP,Household
2015,India,Nagaland,Siliguri,4054791,3461.0825080502536,Other,Packaging
2015,India,Gujarat,Varanasi,225457,37315.09185062544,PP,Packaging
2022,India,Karnataka,Howrah,7697383,32478.67199740479,PVC,Packaging
2020,India,Nagaland,Siliguri,3623306,1033.8860748761604,PP,Household
2023,India,Nagaland,Howrah,528294,12698.489613001051,PVC,Packaging
2022,India,Nagaland,Siliguri,2942682,15067.563030843845,PP,Packaging
2019,India,Karnataka,Varanasi,6405639,37190.86690141832,PVC,Industrial
2016,India,Nagaland,Siliguri,6874557,22258.92777276482,PVC,Household
2015,India,Karnataka,Varanasi,8465015,20511.844177835155,Other,Industrial
2024,India,Gujarat,Howrah,9827424,8744.593827919098,PP,Packaging
2018,India,Karnataka,Varanasi,4378748,4197.335710407453,PP,Household
2023,India,Gujarat,Siliguri,846297,42654.18868429476,Other,Packaging
2015,India,Nagaland,Varanasi,7827840,40629.52850318662,PP,Household
2022,India,Karnataka,Siliguri,6394279,45839.39106356644,PP,Household
2017,India,Gujarat,Siliguri,8014812,13317.601226690444,Other,Industrial
2018,India,Gujarat,Varanasi,2978393,39801.70109550541,Other,Industrial
2018,India,Gujarat,Siliguri,989255,28726.980906075703,Other,Industrial
2017,India,Gujarat,Varanasi,139697,28409.385250604275,Other,Household
2020,India,Nagaland,Siliguri,1195706,41240.82039877547,PP,Packaging
2023,India,Karnataka,Siliguri,6305273,25145.998867988586,PP,Packaging
2019,India,Karnataka,Siliguri,521583,29428.733335163884,Other,Household
2017,India,Nagaland,Siliguri,9958334,49634.96201699668,PP,Packaging
2020,India,Gujarat,Howrah,7335793,31588.67753626112,Other,Household
2018,India,Nagaland,Howrah,3914483,2077.96324232106,PP,Household
2018,India,Gujarat,Siliguri,166470,45176.762117308484,PP,Industrial
2021,India,Karnataka,Varanasi,8668710,29174.741223198074,PVC,Packaging
2023,India,Gujarat,Varanasi,9916818,12576.052973168296,PVC,Industrial
2017,India,Karnataka,Varanasi,834014,43804.657397973984,PVC,Industrial
2020,India,Gujarat,Howrah,2310117,49557.21750840506,PVC,Industrial
2020,India,Gujarat,Siliguri,8149435,19420.69011363802,Other,Packaging
2017,India,Nagaland,Siliguri,8788005,24506.84765972594,PP,Industrial
2020,India,Nagaland,Howrah,8916836,10925.685902776233,Other,Packaging
2016,India,Nagaland,Siliguri,3049331,49881.242472892096,Other,Industrial
2021,India,Gujarat,Siliguri,7106106,49959.328839602545,PVC,Household
2019,India,Nagaland,Varanasi,3280644,24788.422283029206,Other,Household
2024,India,Nagaland,Howrah,4817756,34771.045139622256,Other,Household
2023,India,Nagaland,Siliguri,4316715,22517.708376976665,Other,Packaging
2022,India,Nagaland,Siliguri,2669017,23523.469028944317,Other,Industrial
2019,India,Karnataka,Siliguri,9935921,25962.55841119034,PVC,Household
2016,India,Nagaland,Siliguri,2331538,30476.88281764883,PP,Household
2021,India,Karnataka,Varanasi,5270139,47195.4775155846,Other,Household
2015,India,Karnataka,Varanasi,5106917,30611.88199412996,PVC,Household
2022,India,Gujarat,Varanasi,8657581,28569.355160728086,PVC,Packaging
2020,India,Nagaland,Howrah,9313060,19990.10960330125,PP,Packaging
2015,India,Nagaland,Howrah,739431,1157.8984047525155,Other,Household
2020,India,Karnataka,Howrah,4737679,38803.53437562323,Other,Industrial
2020,India,Karnataka,Howrah,6973755,26067.856396637628,Other,Packaging
2022,India,Nagaland,Howrah,5782085,33507.20328232455,PP,Household
2020,India,Gujarat,Siliguri,3720880,15439.494124118772,PP,Packaging
2018,India,Nagaland,Howrah,8442204,19838.30378986526,PP,Packaging
2023,India,Nagaland,Varanasi,4093581,41114.31129037963,PP,Industrial
2020,India,Gujarat,Varanasi,8302011,10768.142810465,Other,Packaging
2018,India,Gujarat,Howrah,4643251,27996.618468009117,Other,Packaging
2022,India,Nagaland,Siliguri,7671676,42850.79644610371,PP,Household
2023,India,Nagaland,Varanasi,2253311,19062.585020060596,Other,Household
2018,India,Karnataka,Varanasi,8247465,19312.631972695937,PVC,Household
2019,India,Karnataka,Varanasi,1691085,39824.1365323076,PVC,Household
2015,India,Gujarat,Howrah,883642,12109.689634898274,PVC,Household
2023,India,Nagaland,Howrah,8079303,33427.34079587623,Other,Household
2015,India,Nagaland,Howrah,9009043,28700.966372802664,Other,Industrial
2020,India,Karnataka,Varanasi,4348321,39720.12107135679,Other,Household
2016,India,Karnataka,Howrah,3899022,36992.652357690684,PP,Household
2016,India,Karnataka,Siliguri,434507,39706.69042252599,PVC,Household
2022,India,Gujarat,Siliguri,8086076,32653.815979206545,Other,Household
2017,India,Karnataka,Howrah,5331979,13788.583103718378,Other,Industrial
2018,India,Karnataka,Siliguri,8274442,24683.45246280789,PP,Packaging
2016,India,Nagaland,Siliguri,3262823,35138.00304530324,Other,Household
2021,India,Karnataka,Howrah,4590684,22303.71622631224,PP,Household
2017,India,Karnataka,Varanasi,2201417,44045.800741819025,PVC,Packaging
2015,India,Karnataka,Varanasi,8911165,7459.960209393168,Other,Industrial
2023,India,Nagaland,Howrah,6223643,24031.181602724035,PVC,Industrial
2020,India,Gujarat,Howrah,5450422,7300.498757413134,PVC,Packaging
2017,India,Gujarat,Siliguri,6691199,9410.832459775924,PP,Packaging
2017,India,Nagaland,Howrah,7457928,30220.587774367392,Other,Industrial
2021,India,Karnataka,Howrah,1362290,35878.31000437181,PP,Packaging
2016,India,Nagaland,Howrah,1020353,7106.769019615743,PVC,Packaging
2018,India,Karnataka,Howrah,8469084,37672.19331346282,PP,Packaging
2021,India,Nagaland,Siliguri,2227124,33414.509461748516,PVC,Household
2015,India,Karnataka,Howrah,3796236,43449.019236524175,Other,Household
2019,India,Karnataka,Siliguri,9507028,47225.676996860704,PVC,Industrial
2015,India,Gujarat,Howrah,6092653,38415.56531272236,PVC,Household
2017,India,Karnataka,Siliguri,1165938,4546.6747344258565,PVC,Industrial
2022,India,Karnataka,Howrah,239124,27571.882153805273,Other,Household
2017,India,Gujarat,Siliguri,8632865,15896.784120050426,PVC,Household
2024,India,Karnataka,Varanasi,9181062,39318.38561207398,Other,Household
2023,India,Gujarat,Siliguri,8507178,38294.46463104131,PVC,Packaging
2019,India,Karnataka,Siliguri,6015581,22561.989666406094,PVC,Packaging
2024,India,Nagaland,Siliguri,885607,14364.58501222564,Other,Household
2016,India,Nagaland,Siliguri,8659917,9928.03474109706,PVC,Packaging
2016,India,Gujarat,Siliguri,2181941,38862.923997852144,PP,Household
2022,India,Karnataka,Varanasi,3769184,18112.05679439522,PVC,Packaging
2022,India,Nagaland,Howrah,4868660,10093.147576758114,PP,Industrial
2015,India,Nagaland,Varanasi,7191166,30776.557664717788,PP,Industrial
2017,India,Gujarat,Varanasi,653062,1320.733736670063,PP,Industrial
2020,India,Karnataka,Varanasi,2256914,26363.760077021227,Other,Packaging
2021,India,Karnataka,Howrah,3413446,28590.087111563917,PP,Packaging
2022,India,Gujarat,Howrah,3711955,48378.59654721677,PVC,Packaging
2015,India,Nagaland,Siliguri,2612813,31365.68897716146,PVC,Household
2023,India,Gujarat,Siliguri,5565323,25559.867944750804,PVC,Household
2019,India,Gujarat,Siliguri,5941384,31889.62764269677,PP,Packaging
2015,India,Nagaland,Siliguri,4041670,49981.14164805343,Other,Industrial
2024,India,Karnataka,Siliguri,7746557,30377.864060445198,PVC,Industrial
2015,India,Gujarat,Varanasi,6805878,10765.89834466429,PVC,Household
2021,India,Karnataka,Howrah,330370,30959.026746457854,Other,Household
2017,India,Gujarat,Howrah,4685574,20627.191414376783,Other,Packaging
2022,India,Nagaland,Siliguri,6098737,21934.49603179089,Other,Industrial
2022,India,Gujarat,Howrah,1523209,8439.714362372042,PP,Packaging
2016,India,Gujarat,Siliguri,7363378,28026.630372254232,Other,Household
2023,India,Nagaland,Howrah,8896115,37688.37729028378,PP,Industrial
2020,India,Nagaland,Varanasi,51767,6686.086376834838,Other,Industrial
2021,India,Gujarat,Varanasi,9072365,38770.625334357006,Other,Household
2019,India,Gujarat,Howrah,743903,9745.97840132371,PP,Industrial
2021,India,Gujarat,Varanasi,2678249,15691.671836892045,PVC,Packaging
2019,India,Gujarat,Varanasi,3433237,41247.78682080882,Other,Packaging
2023,India,Nagaland,Howrah,4095659,28962.215771508516,PVC,Industrial
2024,India,Gujarat,Siliguri,1063025,28042.470305334253,PVC,Packaging
2017,India,Nagaland,Howrah,4556303,20022.27409785955,Other,Household
2017,India,Karnataka,Varanasi,2824264,24408.20524808686,Other,Packaging
2016,India,Karnataka,Siliguri,4647852,48623.55368174982,Other,Household
2015,India,Karnataka,Siliguri,2658089,11630.210041056816,Other,Industrial
2019,India,Nagaland,Siliguri,1900605,8913.642899895593,Other,Packaging
2021,India,Gujarat,Varanasi,2913048,2408.577666252044,PVC,Industrial
2016,India,Gujarat,Varanasi,5715196,33072.88546970594,Other,Industrial
2021,India,Nagaland,Siliguri,3270714,41113.48067035428,PP,Household
2021,India,Gujarat,Siliguri,5849763,41421.57742216333,Other,Packaging
2022,India,Nagaland,Siliguri,4923991,22936.61057854975,PP,Packaging
2024,India,Karnataka,Siliguri,2605333,47257.20953967104,PVC,Industrial
2015,India,Karnataka,Varanasi,1986865,24959.341593197525,Other,Packaging
2016,India,Nagaland,Howrah,2519123,45131.72187381836,PP,Household
2018,India,Gujarat,Siliguri,2004081,16879.450277440195,PP,Household
2024,India,Nagaland,Howrah,3100320,20663.88474612931,PP,Household
2021,India,Gujarat,Howrah,8538954,46677.09359354508,Other,Packaging
2015,India,Gujarat,Siliguri,9108871,8786.985654140344,PVC,Industrial
2023,India,Nagaland,Varanasi,5784929,6024.701721814978,PP,Industrial
2024,India,Karnataka,Howrah,9643143,10566.015679073042,PP,Packaging
2018,India,Nagaland,Varanasi,8757445,17800.496076705873,Other,Packaging
2021,India,Gujarat,Siliguri,665875,1451.7903434400694,Other,Household
2023,India,Gujarat,Varanasi,2937555,33308.62057051466,Other,Industrial
2022,India,Karnataka,Howrah,4977802,5894.745412046272,PP,Household
2018,India,Nagaland,Siliguri,1496031,21927.831382327673,Other,Household
2016,India,Nagaland,Varanasi,320093,47911.12604634432,PP,Industrial
2020,India,Gujarat,Howrah,4996295,4712.35360157198,PVC,Industrial
2020,India,Karnataka,Varanasi,8643305,2540.628215116379,Other,Household
2016,India,Nagaland,Siliguri,6288348,38959.57615024583,PVC,Industrial
2017,India,Gujarat,Howrah,4917410,31573.098657786697,Other,Household
2024,India,Karnataka,Varanasi,7174929,30228.451943325417,PP,Packaging
2020,India,Karnataka,Siliguri,8281125,45335.8330275671,Other,Packaging
2019,India,Karnataka,Howrah,661282,47589.95806742974,Other,Household
2024,India,Nagaland,Varanasi,1220971,39117.860700510646,PP,Industrial
2018,India,Karnataka,Siliguri,8749466,31176.782457152563,PP,Household
2018,India,Gujarat,Siliguri,8926663,7904.983165175438,Other,Industrial
